episode_number,episode_name,description,air_date
4569,Popatlal Ki Condition | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4569 | 1 Dec 2025,"Official Sony LIV synopsis for Episode 4569: Popatlal Ki Condition | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4569 | 1 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-10-06
4570,Protecting The Cycle | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4570 | 2 Dec 2025,"Official Sony LIV synopsis for Episode 4570: Protecting The Cycle | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4570 | 2 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-11-07
4571,Cycle Ki Chori | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4571 | 3 Dec 2025,"Official Sony LIV synopsis for Episode 4571: Cycle Ki Chori | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4571 | 3 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-12-08
4572,Abdul Ki Cycle Hui Chori | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4572 | 4 Dec 2025,"Official Sony LIV synopsis for Episode 4572: Abdul Ki Cycle Hui Chori | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4572 | 4 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-01-09
4573,Tapu Sena Ki Smartness | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4573 | 5 Dec 2025,"Official Sony LIV synopsis for Episode 4573: Tapu Sena Ki Smartness | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4573 | 5 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-02-10
4574,Sone Ki Cycle | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4574 | 6 Dec 2025,"Official Sony LIV synopsis for Episode 4574: Sone Ki Cycle | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4574 | 6 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-03-11
4575,Abdul Bana Crorepati | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4575 | 8 Dec 2025,"Official Sony LIV synopsis for Episode 4575: Abdul Bana Crorepati | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4575 | 8 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-04-12
4576,FULL EPISODE! 4576 - Chunnilal Ne De Diya Dhamki! | Taarak Mehta Ka Ooltah Chashmah,"Official Sony LIV synopsis for Episode 4576: FULL EPISODE! 4576 - Chunnilal Ne De Diya Dhamki! | Taarak Mehta Ka Ooltah Chashmah. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-05-13
4577,Abdul Gets Kidnapped | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4577 | 10 Dec 2025,"Official Sony LIV synopsis for Episode 4577: Abdul Gets Kidnapped | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4577 | 10 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-06-14
4578,Abdul Held Hostage | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4578 | 11 Dec 2025,"Official Sony LIV synopsis for Episode 4578: Abdul Held Hostage | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4578 | 11 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-07-15
4579,Rescuing Abdul | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4579 | 12 Dec 2025,"Official Sony LIV synopsis for Episode 4579: Rescuing Abdul | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4579 | 12 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-08-16
4580,Chunnilal Ka Foolproof Plan | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4580 | 13 Dec 2025,"Official Sony LIV synopsis for Episode 4580: Chunnilal Ka Foolproof Plan | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4580 | 13 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-09-17
4581,Abdul Aur Cycle Ki Adla Badli | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4581 | 15 Dec 2025,"Official Sony LIV synopsis for Episode 4581: Abdul Aur Cycle Ki Adla Badli | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4581 | 15 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-10-18
4582,Gokuldham Ka Teamwork | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4582 | 16 Dec 2025,"Official Sony LIV synopsis for Episode 4582: Gokuldham Ka Teamwork | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4582 | 16 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-11-19
4583,Popatlal Ko Lagi Thand | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4583 | 17 Dec 2025,"Official Sony LIV synopsis for Episode 4583: Popatlal Ko Lagi Thand | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4583 | 17 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-12-20
4584,Importance Of Exercising | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4584 | 18 Dec 2025,"Official Sony LIV synopsis for Episode 4584: Importance Of Exercising | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4584 | 18 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-01-21
4585,Zumba Session For Champaklal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4585 | 19 Dec 2025,"Official Sony LIV synopsis for Episode 4585: Zumba Session For Champaklal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4585 | 19 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-02-22
4586,Waiting For Champaklal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4586 | 20 Dec 2025,"Official Sony LIV synopsis for Episode 4586: Waiting For Champaklal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4586 | 20 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-03-23
4587,Searching For Champaklal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4587 | 22 Dec 2025,"Official Sony LIV synopsis for Episode 4587: Searching For Champaklal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4587 | 22 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-04-24
4588,Champaklal Hue Gayab | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4588 | 23 Dec 2025,"Official Sony LIV synopsis for Episode 4588: Champaklal Hue Gayab | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4588 | 23 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-05-25
4589,Champaklal Chadhe Pedh Par | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4589 | 24 Dec 2025,"Official Sony LIV synopsis for Episode 4589: Champaklal Chadhe Pedh Par | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4589 | 24 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-06-26
4590,Bapuji Ko Neeche Laane Ki Koshish |Taarak Mehta Ka Ooltah Chashmah | Full Episode 4590 | 25 Dec 2025,"Official Sony LIV synopsis for Episode 4590: Bapuji Ko Neeche Laane Ki Koshish |Taarak Mehta Ka Ooltah Chashmah | Full Episode 4590 | 25 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-07-27
4591,Bagha To The Rescue | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4591 | 26 Dec 2025,"Official Sony LIV synopsis for Episode 4591: Bagha To The Rescue | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4591 | 26 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-08-28
4592,Snake Attack | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4592 | 27 Dec 2025,"Official Sony LIV synopsis for Episode 4592: Snake Attack | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4592 | 27 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-09-01
4593,Bapuji Ko Kaise Bachaye? | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4593 | 29 Dec 2025,"Official Sony LIV synopsis for Episode 4593: Bapuji Ko Kaise Bachaye? | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4593 | 29 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-10-02
4594,The Snake Charmer | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4594 | 30 Dec 2025,"Official Sony LIV synopsis for Episode 4594: The Snake Charmer | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4594 | 30 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-11-03
4595,Dadaji Ko Neeche Utaro Mission | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4595 | 31 Dec 2025,"Official Sony LIV synopsis for Episode 4595: Dadaji Ko Neeche Utaro Mission | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4595 | 31 Dec 2025. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-12-04
4596,Another Trouble For Champaklal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4596 | 1 Jan 2026,"Official Sony LIV synopsis for Episode 4596: Another Trouble For Champaklal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4596 | 1 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-01-05
4597,Yaadon Ka Pitara | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4597 | 2 Jan 2026,"Official Sony LIV synopsis for Episode 4597: Yaadon Ka Pitara | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4597 | 2 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-02-06
4598,Dharamaji Ki Yaadon Ki Baarat | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4598 | 3 Jan 2026,"Official Sony LIV synopsis for Episode 4598: Dharamaji Ki Yaadon Ki Baarat | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4598 | 3 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-03-07
4599,Quiz Show On Dharam Ji | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4599 | 5 Jan 2026,"Official Sony LIV synopsis for Episode 4599: Quiz Show On Dharam Ji | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4599 | 5 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-04-08
4600,FULL EPISODE! 4600 - Dharam ji Ke Style me Nach Gaane | Taarak Mehta Ka Ooltah Chashmah,"Official Sony LIV synopsis for Episode 4600: FULL EPISODE! 4600 - Dharam ji Ke Style me Nach Gaane | Taarak Mehta Ka Ooltah Chashmah. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-05-09
4601,FULL EPISODE! 4601 - Jethalal ka Jordar Performance! | Taarak Mehta Ka Ooltah Chashmah,"Official Sony LIV synopsis for Episode 4601: FULL EPISODE! 4601 - Jethalal ka Jordar Performance! | Taarak Mehta Ka Ooltah Chashmah. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-06-10
4602,FULL EPISODE! 4602 - Bapuji se kyu Chup Raha hai Jethalal! | Taarak Mehta Ka Ooltah Chashmah,"Official Sony LIV synopsis for Episode 4602: FULL EPISODE! 4602 - Bapuji se kyu Chup Raha hai Jethalal! | Taarak Mehta Ka Ooltah Chashmah. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-07-11
4603,Naye Saal Ka Suvichaar | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4603 | 9 Jan 2026,"Official Sony LIV synopsis for Episode 4603: Naye Saal Ka Suvichaar | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4603 | 9 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-08-12
4604,Bagha- Nattu Kaka's Party-Sharty | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4604 | 10 Jan 2026,"Official Sony LIV synopsis for Episode 4604: Bagha- Nattu Kaka's Party-Sharty | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4604 | 10 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-09-13
4605,Jethalal Ke Saal Ka Pehla Din | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4605 | 12 Jan 2026,"Official Sony LIV synopsis for Episode 4605: Jethalal Ke Saal Ka Pehla Din | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4605 | 12 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-10-14
4606,Topo Mobile Ki Scheme | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4606 | 13 Jan 2026,"Official Sony LIV synopsis for Episode 4606: Topo Mobile Ki Scheme | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4606 | 13 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-11-15
4607,Topo Mobile Kaha Hain? | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4607 | 14 Jan 2026,"Official Sony LIV synopsis for Episode 4607: Topo Mobile Kaha Hain? | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4607 | 14 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-12-16
4608,Topo Mobile Crisis | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4608 | 15 Jan 2026,"Official Sony LIV synopsis for Episode 4608: Topo Mobile Crisis | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4608 | 15 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-01-17
4609,Chaos At Gada Electronics | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4609 | 16 Jan 2026,"Official Sony LIV synopsis for Episode 4609: Chaos At Gada Electronics | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4609 | 16 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-02-18
4610,Fifty Mobiles In Two Hours | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4610 | 17 Jan 2026,"Official Sony LIV synopsis for Episode 4610: Fifty Mobiles In Two Hours | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4610 | 17 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-03-19
4611,Topo Ka Khilona | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4611 | 19 Jan 2026,"Official Sony LIV synopsis for Episode 4611: Topo Ka Khilona | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4611 | 19 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-04-20
4612,Gada Electronics Hay Hay | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4612 | 20 Jan 2026,"Official Sony LIV synopsis for Episode 4612: Gada Electronics Hay Hay | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4612 | 20 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-05-21
4613,Kati Patang | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4613 | 21 Jan 2026,"Official Sony LIV synopsis for Episode 4613: Kati Patang | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4613 | 21 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-06-22
4614,Popatlal Ke Liye Aaya Rishta | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4614 | 22 Jan 2026,"Official Sony LIV synopsis for Episode 4614: Popatlal Ke Liye Aaya Rishta | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4614 | 22 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-07-23
4615,Patang King Pohche Jaipur | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4615 | 23 Jan 2026,"Official Sony LIV synopsis for Episode 4615: Patang King Pohche Jaipur | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4615 | 23 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-08-24
4616,Exploring The Pink City | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4616 | 24 Jan 2026,"Official Sony LIV synopsis for Episode 4616: Exploring The Pink City | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4616 | 24 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-09-25
4617,Popatlal Hua Taiyaar | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4617 | 26 Jan 2026,"Official Sony LIV synopsis for Episode 4617: Popatlal Hua Taiyaar | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4617 | 26 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-10-26
4618,Patang Ka Muqabla | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4618 | 27 Jan 2026,"Official Sony LIV synopsis for Episode 4618: Patang Ka Muqabla | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4618 | 27 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-11-27
4619,Patang Kati Shaadi Ghati | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4619 | 28 Jan 2026,"Official Sony LIV synopsis for Episode 4619: Patang Kati Shaadi Ghati | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4619 | 28 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-12-28
4620,Babli Vs Popatlal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4620 | 29 Jan 2026,"Official Sony LIV synopsis for Episode 4620: Babli Vs Popatlal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4620 | 29 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-01-01
4621,Republic Day Program Ki Chinta | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4621 | 30 Jan 2026,"Official Sony LIV synopsis for Episode 4621: Republic Day Program Ki Chinta | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4621 | 30 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-02-02
4622,Sundar Arrives In Gokuldham | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4622 | 31 Jan 2026,"Official Sony LIV synopsis for Episode 4622: Sundar Arrives In Gokuldham | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4622 | 31 Jan 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-03-03
4623,Republic Day Ka Vishesh Karyakram | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4623 | 2 Feb 2026,"Official Sony LIV synopsis for Episode 4623: Republic Day Ka Vishesh Karyakram | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4623 | 2 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-04-04
4624,Raajya Aur Unki Vishesh Baatein | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4624 | 3 Feb 2026,"Official Sony LIV synopsis for Episode 4624: Raajya Aur Unki Vishesh Baatein | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4624 | 3 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-05-05
4625,Desh Ki Baatein | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4625 | 4 Feb 2026,"Official Sony LIV synopsis for Episode 4625: Desh Ki Baatein | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4625 | 4 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-06-06
4626,Desh Ki Baatein | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4626 | 5 Feb 2026,"Official Sony LIV synopsis for Episode 4626: Desh Ki Baatein | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4626 | 5 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-07-07
4627,NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 4627 | 6 Feb 2026 | Teaser,"Official Sony LIV synopsis for Episode 4627: NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 4627 | 6 Feb 2026 | Teaser. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-08-08
4628,Suvichaar Ki Chinta | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4628 | 7 Feb 2026,"Official Sony LIV synopsis for Episode 4628: Suvichaar Ki Chinta | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4628 | 7 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-09-09
4629,Topo Company Ki Dealership | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4629 | 9 Feb 2026,"Official Sony LIV synopsis for Episode 4629: Topo Company Ki Dealership | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4629 | 9 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-10-10
4630,Big Day For Jethalal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4630 | 10 Feb 2026,"Official Sony LIV synopsis for Episode 4630: Big Day For Jethalal | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4630 | 10 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-11-11
4631,Deal Pakki | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4631 | 11 Feb 2026,"Official Sony LIV synopsis for Episode 4631: Deal Pakki | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4631 | 11 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-12-12
4632,Bawri Ke Motichoor Laddoo | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4632 | 12 Feb 2026,"Official Sony LIV synopsis for Episode 4632: Bawri Ke Motichoor Laddoo | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4632 | 12 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-01-13
4633,Neend Mein Dooba Gada Electronics| Taarak Mehta Ka Ooltah Chashmah | Full Episode 4633 | 13 Feb 2026,"Official Sony LIV synopsis for Episode 4633: Neend Mein Dooba Gada Electronics| Taarak Mehta Ka Ooltah Chashmah | Full Episode 4633 | 13 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-02-14
4634,Dukaan Mein Party Sharty | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4634 | 14 Feb 2026,"Official Sony LIV synopsis for Episode 4634: Dukaan Mein Party Sharty | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4634 | 14 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-03-15
4635,Taarak Asks For Half Day | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4635 | 16 Feb 2026,"Official Sony LIV synopsis for Episode 4635: Taarak Asks For Half Day | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4635 | 16 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-04-16
4636,Stalling Champaklal's Visit | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4636 | 17 Feb 2026,"Official Sony LIV synopsis for Episode 4636: Stalling Champaklal's Visit | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4636 | 17 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-05-17
4637,Race Against Time For Taarak | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4637 | 18 Feb 2026,"Official Sony LIV synopsis for Episode 4637: Race Against Time For Taarak | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4637 | 18 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-06-18
4638,Sodhi Comes To Rescue | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4638 | 19 Feb 2026,"Official Sony LIV synopsis for Episode 4638: Sodhi Comes To Rescue | Taarak Mehta Ka Ooltah Chashmah | Full Episode 4638 | 19 Feb 2026. Features ongoing Gokuldham Society storyline with Jethalal, Daya, Bhide, Champaklal, Popatlal, and Tapu Sena.",2023-07-19
